p p_est sigG sigG_est N ld varyH
0.01 0.0123 1e-05 1e-05 1000000 0 0
0.01 0.0080 1e-05 1e-05 1000000 0 0
0.01 0.0092 1e-05 1e-05 1000000 0 0
0.01 0.0105 1e-05 1e-05 1000000 0 0
0.01 0.0077 1e-05 1e-05 1000000 0 0
0.01 0.0123 1e-05 1e-05 1000000 0 0
0.01 0.0079 1e-05 1e-05 1000000 0 0
0.01 0.0124 1e-05 1e-05 1000000 0 0
0.01 0.0105 1e-05 1e-05 1000000 0 0
0.01 0.0120 1e-05 1e-05 1000000 0 0
0.01 0.0090 1e-05 1e-05 1000000 0 0
0.01 0.0070 1e-05 1e-05 1000000 0 0
0.01 0.0085 1e-05 1e-05 1000000 0 0
0.01 0.0098 1e-05 1e-05 1000000 0 0
0.01 0.0081 1e-05 1e-05 1000000 0 0
0.01 0.0087 1e-05 1e-05 1000000 0 0
0.01 0.0111 1e-05 1e-05 1000000 0 0
0.01 0.0097 1e-05 1e-05 1000000 0 0
0.01 0.0085 1e-05 1e-05 1000000 0 0
0.01 0.0081 1e-05 1e-05 1000000 0 0
0.01 0.0066 1e-05 1e-05 1000000 0 0
0.01 0.0133 1e-05 1e-05 1000000 0 0
0.01 0.0076 1e-05 1e-05 1000000 0 0
0.01 0.0135 1e-05 1e-05 1000000 0 0
0.01 0.0061 1e-05 1e-05 1000000 0 0
0.01 0.0072 1e-05 1e-05 1000000 0 0
0.01 0.0097 1e-05 1e-05 1000000 0 0
0.01 0.0115 1e-05 1e-05 1000000 0 0
0.01 0.0126 1e-05 1e-05 1000000 0 0
0.01 0.0109 1e-05 1e-05 1000000 0 0
0.01 0.0097 1e-05 1e-05 1000000 0 0
0.01 0.0073 1e-05 1e-05 1000000 0 0
0.01 0.0082 1e-05 1e-05 1000000 0 0
0.01 0.0071 1e-05 1e-05 1000000 0 0
0.01 0.0118 1e-05 1e-05 1000000 0 0
0.01 0.0120 1e-05 1e-05 1000000 0 0
0.01 0.0074 1e-05 1e-05 1000000 0 0
0.01 0.0080 1e-05 1e-05 1000000 0 0
0.01 0.0134 1e-05 1e-05 1000000 0 0
0.01 0.0084 1e-05 1e-05 1000000 0 0
0.01 0.0117 1e-05 1e-05 1000000 0 0
0.01 0.0094 1e-05 1e-05 1000000 0 0
0.01 0.0119 1e-05 1e-05 1000000 0 0
0.01 0.0097 1e-05 1e-05 1000000 0 0
0.01 0.0081 1e-05 1e-05 1000000 0 0
0.01 0.0057 1e-05 1e-05 1000000 0 0
0.01 0.0083 1e-05 1e-05 1000000 0 0
0.01 0.0102 1e-05 1e-05 1000000 0 0
0.01 0.0130 1e-05 1e-05 1000000 0 0
0.01 0.0091 1e-05 1e-05 1000000 0 0
0.01 0.0103 1e-05 1e-05 1000000 0 0
0.01 0.0090 1e-05 1e-05 1000000 0 0
0.01 0.0122 1e-05 1e-05 1000000 0 0
0.01 0.0095 1e-05 1e-05 1000000 0 0
0.01 0.0119 1e-05 1e-05 1000000 0 0
0.01 0.0126 1e-05 1e-05 1000000 0 0
0.01 0.0104 1e-05 1e-05 1000000 0 0
0.01 0.0094 1e-05 1e-05 1000000 0 0
0.01 0.0084 1e-05 1e-05 1000000 0 0
0.01 0.0150 1e-05 1e-05 1000000 0 0
0.01 0.0120 1e-05 1e-05 1000000 0 0
0.01 0.0115 1e-05 1e-05 1000000 0 0
0.01 0.0106 1e-05 1e-05 1000000 0 0
0.01 0.0096 1e-05 1e-05 1000000 0 0
0.01 0.0088 1e-05 1e-05 1000000 0 0
0.01 0.0087 1e-05 1e-05 1000000 0 0
0.01 0.0101 1e-05 1e-05 1000000 0 0
0.01 0.0068 1e-05 1e-05 1000000 0 0
0.01 0.0105 1e-05 1e-05 1000000 0 0
0.01 0.0092 1e-05 1e-05 1000000 0 0
0.01 0.0120 1e-05 1e-05 1000000 0 0
0.05 0.0462 1e-05 1e-05 1000000 0 0
0.05 0.0529 1e-05 1e-05 1000000 0 0
0.05 0.0494 1e-05 1e-05 1000000 0 0
0.05 0.0539 1e-05 1e-05 1000000 0 0
0.05 0.0538 1e-05 1e-05 1000000 0 0
0.05 0.0517 1e-05 1e-05 1000000 0 0
0.05 0.0440 1e-05 1e-05 1000000 0 0
0.05 0.0503 1e-05 1e-05 1000000 0 0
0.05 0.0453 1e-05 1e-05 1000000 0 0
0.05 0.0499 1e-05 1e-05 1000000 0 0
0.05 0.0493 1e-05 1e-05 1000000 0 0
0.05 0.0471 1e-05 1e-05 1000000 0 0
0.05 0.0429 1e-05 1e-05 1000000 0 0
0.05 0.0462 1e-05 1e-05 1000000 0 0
0.05 0.0546 1e-05 1e-05 1000000 0 0
0.05 0.0486 1e-05 1e-05 1000000 0 0
0.05 0.0500 1e-05 1e-05 1000000 0 0
0.05 0.0456 1e-05 1e-05 1000000 0 0
0.05 0.0470 1e-05 1e-05 1000000 0 0
0.05 0.0506 1e-05 1e-05 1000000 0 0
0.05 0.0491 1e-05 1e-05 1000000 0 0
0.05 0.0515 1e-05 1e-05 1000000 0 0
0.05 0.0561 1e-05 1e-05 1000000 0 0
0.05 0.0561 1e-05 1e-05 1000000 0 0
0.05 0.0475 1e-05 1e-05 1000000 0 0
0.05 0.0485 1e-05 1e-05 1000000 0 0
0.05 0.0524 1e-05 1e-05 1000000 0 0
0.05 0.0572 1e-05 1e-05 1000000 0 0
0.05 0.0466 1e-05 1e-05 1000000 0 0
0.05 0.0553 1e-05 1e-05 1000000 0 0
0.05 0.0486 1e-05 1e-05 1000000 0 0
0.05 0.0547 1e-05 1e-05 1000000 0 0
0.05 0.0516 1e-05 1e-05 1000000 0 0
0.05 0.0467 1e-05 1e-05 1000000 0 0
0.05 0.0510 1e-05 1e-05 1000000 0 0
0.05 0.0479 1e-05 1e-05 1000000 0 0
0.05 0.0554 1e-05 1e-05 1000000 0 0
0.05 0.0493 1e-05 1e-05 1000000 0 0
0.05 0.0515 1e-05 1e-05 1000000 0 0
0.05 0.0563 1e-05 1e-05 1000000 0 0
0.05 0.0490 1e-05 1e-05 1000000 0 0
0.05 0.0476 1e-05 1e-05 1000000 0 0
0.05 0.0528 1e-05 1e-05 1000000 0 0
0.05 0.0517 1e-05 1e-05 1000000 0 0
0.05 0.0430 1e-05 1e-05 1000000 0 0
0.05 0.0434 1e-05 1e-05 1000000 0 0
0.05 0.0511 1e-05 1e-05 1000000 0 0
0.05 0.0501 1e-05 1e-05 1000000 0 0
0.05 0.0473 1e-05 1e-05 1000000 0 0
0.05 0.0445 1e-05 1e-05 1000000 0 0
0.05 0.0516 1e-05 1e-05 1000000 0 0
0.05 0.0500 1e-05 1e-05 1000000 0 0
0.05 0.0552 1e-05 1e-05 1000000 0 0
0.05 0.0469 1e-05 1e-05 1000000 0 0
0.05 0.0483 1e-05 1e-05 1000000 0 0
0.05 0.0470 1e-05 1e-05 1000000 0 0
0.05 0.0547 1e-05 1e-05 1000000 0 0
0.05 0.0475 1e-05 1e-05 1000000 0 0
0.05 0.0518 1e-05 1e-05 1000000 0 0
0.05 0.0501 1e-05 1e-05 1000000 0 0
0.05 0.0428 1e-05 1e-05 1000000 0 0
0.05 0.0453 1e-05 1e-05 1000000 0 0
0.05 0.0430 1e-05 1e-05 1000000 0 0
0.05 0.0478 1e-05 1e-05 1000000 0 0
0.05 0.0552 1e-05 1e-05 1000000 0 0
0.05 0.0519 1e-05 1e-05 1000000 0 0
0.05 0.0517 1e-05 1e-05 1000000 0 0
0.05 0.0534 1e-05 1e-05 1000000 0 0
0.05 0.0558 1e-05 1e-05 1000000 0 0
0.05 0.0508 1e-05 1e-05 1000000 0 0
0.05 0.0509 1e-05 1e-05 1000000 0 0
0.05 0.0524 1e-05 1e-05 1000000 0 0
0.05 0.0516 1e-05 1e-05 1000000 0 0
0.05 0.0523 1e-05 1e-05 1000000 0 0
0.05 0.0446 1e-05 1e-05 1000000 0 0
0.05 0.0456 1e-05 1e-05 1000000 0 0
0.05 0.0552 1e-05 1e-05 1000000 0 0
0.05 0.0556 1e-05 1e-05 1000000 0 0
0.05 0.0542 1e-05 1e-05 1000000 0 0
0.05 0.0517 1e-05 1e-05 1000000 0 0
0.05 0.0470 1e-05 1e-05 1000000 0 0
0.05 0.0474 1e-05 1e-05 1000000 0 0
0.05 0.0468 1e-05 1e-05 1000000 0 0
0.05 0.0500 1e-05 1e-05 1000000 0 0
0.05 0.0522 1e-05 1e-05 1000000 0 0
0.05 0.0467 1e-05 1e-05 1000000 0 0
0.05 0.0426 1e-05 1e-05 1000000 0 0
0.05 0.0502 1e-05 1e-05 1000000 0 0
0.05 0.0513 1e-05 1e-05 1000000 0 0
0.05 0.0525 1e-05 1e-05 1000000 0 0
0.05 0.0598 1e-05 1e-05 1000000 0 0
0.05 0.0486 1e-05 1e-05 1000000 0 0
0.05 0.0457 1e-05 1e-05 1000000 0 0
0.05 0.0468 1e-05 1e-05 1000000 0 0
0.05 0.0468 1e-05 1e-05 1000000 0 0
0.05 0.0485 1e-05 1e-05 1000000 0 0
0.05 0.0498 1e-05 1e-05 1000000 0 0
0.05 0.0491 1e-05 1e-05 1000000 0 0
0.05 0.0477 1e-05 1e-05 1000000 0 0
0.05 0.0540 1e-05 1e-05 1000000 0 0
0.005 0.0050 0.001 0.001 100000 1 0
0.005 0.0041 0.001 0.001 100000 1 0
0.005 0.0037 0.001 0.001 100000 1 0
0.005 0.0065 0.001 0.001 100000 1 0
0.005 0.0037 0.001 0.001 100000 1 0
0.005 0.0066 0.001 0.001 100000 1 0
0.005 0.0040 0.001 0.001 100000 1 0
0.005 0.0043 0.001 0.001 100000 1 0
0.005 0.0058 0.001 0.001 100000 1 0
0.005 0.0060 0.001 0.001 100000 1 0
0.005 0.0055 0.001 0.001 100000 1 0
0.005 0.0057 0.001 0.001 100000 1 0
0.005 0.0036 0.001 0.001 100000 1 0
0.005 0.0060 0.001 0.001 100000 1 0
0.005 0.0050 0.001 0.001 100000 1 0
0.005 0.0066 0.001 0.001 100000 1 0
0.005 0.0050 0.001 0.001 100000 1 0
0.005 0.0047 0.001 0.001 100000 1 0
0.005 0.0047 0.001 0.001 100000 1 0
0.005 0.0064 0.001 0.001 100000 1 0
0.005 0.0043 0.001 0.001 100000 1 0
0.005 0.0053 0.001 0.001 100000 1 0
0.005 0.0051 0.001 0.001 100000 1 0
0.005 0.0035 0.001 0.001 100000 1 0
0.005 0.0047 0.001 0.001 100000 1 0
0.005 0.0061 0.001 0.001 100000 1 0
0.005 0.0057 0.001 0.001 100000 1 0
0.005 0.0070 0.001 0.001 100000 1 0
0.005 0.0060 0.001 0.001 100000 1 0
0.005 0.0056 0.001 0.001 100000 1 0
0.005 0.0037 0.001 0.001 100000 1 0
0.005 0.0062 0.001 0.001 100000 1 0
0.005 0.0060 0.001 0.001 100000 1 0
0.005 0.0036 0.001 0.001 100000 1 0
0.005 0.0054 0.001 0.001 100000 1 0
0.005 0.0053 0.001 0.001 100000 1 0
0.005 0.0054 0.001 0.001 100000 1 0
0.005 0.0057 0.001 0.001 100000 1 0
0.005 0.0051 0.001 0.001 100000 1 0
0.005 0.0056 0.001 0.001 100000 1 0
0.005 0.0040 0.001 0.001 100000 1 0
0.005 0.0054 0.001 0.001 100000 1 0
0.005 0.0053 0.001 0.001 100000 1 0
0.005 0.0054 0.001 0.001 100000 1 0
0.005 0.0050 0.001 0.001 100000 1 0
0.005 0.0049 0.001 0.001 100000 1 0
0.005 0.0036 0.001 0.001 100000 1 0
0.005 0.0039 0.001 0.001 100000 1 0
0.005 0.0042 0.001 0.001 100000 1 0
0.005 0.0039 0.001 0.001 100000 1 0
0.005 0.0054 0.001 0.001 100000 1 0
0.005 0.0042 0.001 0.001 100000 1 0
0.005 0.0050 0.001 0.001 100000 1 0
0.005 0.0037 0.001 0.001 100000 1 0
0.005 0.0049 0.001 0.001 100000 1 0
0.005 0.0043 0.001 0.001 100000 1 0
0.005 0.0055 0.001 0.001 100000 1 0
0.005 0.0060 0.001 0.001 100000 1 0
0.005 0.0052 0.001 0.001 100000 1 0
0.005 0.0047 0.001 0.001 100000 1 0
0.005 0.0051 0.001 0.001 100000 1 0
0.005 0.0043 0.001 0.001 100000 1 0
0.005 0.0050 0.001 0.001 100000 1 0
0.005 0.0060 0.001 0.001 100000 1 0
0.005 0.0051 0.001 0.001 100000 1 0
0.005 0.0037 0.001 0.001 100000 1 0
0.005 0.0051 0.001 0.001 100000 1 0
0.005 0.0044 0.001 0.001 100000 1 0
0.005 0.0048 0.001 0.001 100000 1 0
0.005 0.0062 0.001 0.001 100000 1 0
0.005 0.0049 0.001 0.001 100000 1 0
0.005 0.0040 0.001 0.001 100000 1 0
0.005 0.0045 0.001 0.001 100000 1 0
0.005 0.0041 0.001 0.001 100000 1 0
0.005 0.0050 0.001 0.001 100000 1 0
0.005 0.0057 0.001 0.001 100000 1 0
0.005 0.0048 0.001 0.001 100000 1 0
0.005 0.0062 0.001 0.001 100000 1 0
0.005 0.0054 0.001 0.001 100000 1 0
0.005 0.0047 0.001 0.001 100000 1 0
0.005 0.0053 0.001 0.001 100000 1 0
0.005 0.0050 0.001 0.001 100000 1 0
0.005 0.0054 0.001 0.001 100000 1 0
0.005 0.0052 0.001 0.001 100000 1 0
0.005 0.0053 0.001 0.001 100000 1 0
0.005 0.0060 0.001 0.001 100000 1 0
0.005 0.0052 0.001 0.001 100000 1 0
0.005 0.0049 0.001 0.001 100000 1 0
0.005 0.0078 0.001 0.001 100000 1 0
0.005 0.0039 0.001 0.001 100000 1 0
0.005 0.0063 0.001 0.001 100000 1 0
0.005 0.0040 0.001 0.001 100000 1 0
0.005 0.0055 0.001 0.001 100000 1 0
0.005 0.0052 0.001 0.001 100000 1 0
0.005 0.0043 0.001 0.001 100000 1 0
0.005 0.0047 0.001 0.001 100000 1 0
0.005 0.0056 0.001 0.001 100000 1 0
0.005 0.0081 0.001 0.001 100000 1 0
0.005 0.0054 0.001 0.001 100000 1 0
0.005 0.0058 0.001 0.001 100000 1 0
0.01 0.0094 0.001 0.001 100000 1 0
0.01 0.0094 0.001 0.001 100000 1 0
0.01 0.0085 0.001 0.001 100000 1 0
0.01 0.0118 0.001 0.001 100000 1 0
0.01 0.0091 0.001 0.001 100000 1 0
0.01 0.0122 0.001 0.001 100000 1 0
0.01 0.0084 0.001 0.001 100000 1 0
0.01 0.0100 0.001 0.001 100000 1 0
0.01 0.0106 0.001 0.001 100000 1 0
0.01 0.0106 0.001 0.001 100000 1 0
0.01 0.0088 0.001 0.001 100000 1 0
0.01 0.0108 0.001 0.001 100000 1 0
0.01 0.0085 0.001 0.001 100000 1 0
0.01 0.0118 0.001 0.001 100000 1 0
0.01 0.0094 0.001 0.001 100000 1 0
0.01 0.0122 0.001 0.001 100000 1 0
0.01 0.0097 0.001 0.001 100000 1 0
0.01 0.0082 0.001 0.001 100000 1 0
0.01 0.0089 0.001 0.001 100000 1 0
0.01 0.0095 0.001 0.001 100000 1 0
0.01 0.0082 0.001 0.001 100000 1 0
0.01 0.0113 0.001 0.001 100000 1 0
0.01 0.0095 0.001 0.001 100000 1 0
0.01 0.0089 0.001 0.001 100000 1 0
0.01 0.0101 0.001 0.001 100000 1 0
0.01 0.0105 0.001 0.001 100000 1 0
0.01 0.0117 0.001 0.001 100000 1 0
0.01 0.0124 0.001 0.001 100000 1 0
0.01 0.0113 0.001 0.001 100000 1 0
0.01 0.0104 0.001 0.001 100000 1 0
0.01 0.0086 0.001 0.001 100000 1 0
0.01 0.0106 0.001 0.001 100000 1 0
0.01 0.0109 0.001 0.001 100000 1 0
0.01 0.0095 0.001 0.001 100000 1 0
0.01 0.0111 0.001 0.001 100000 1 0
0.01 0.0090 0.001 0.001 100000 1 0
0.01 0.0117 0.001 0.001 100000 1 0
0.01 0.0113 0.001 0.001 100000 1 0
0.01 0.0113 0.001 0.001 100000 1 0
0.01 0.0093 0.001 0.001 100000 1 0
0.01 0.0076 0.001 0.001 100000 1 0
0.01 0.0095 0.001 0.001 100000 1 0
0.01 0.0119 0.001 0.001 100000 1 0
0.01 0.0091 0.001 0.001 100000 1 0
0.01 0.0093 0.001 0.001 100000 1 0
0.01 0.0109 0.001 0.001 100000 1 0
0.01 0.0095 0.001 0.001 100000 1 0
0.01 0.0074 0.001 0.001 100000 1 0
0.01 0.0084 0.001 0.001 100000 1 0
0.01 0.0063 0.001 0.001 100000 1 0
0.01 0.0120 0.001 0.001 100000 1 0
0.01 0.0092 0.001 0.001 100000 1 0
0.01 0.0108 0.001 0.001 100000 1 0
0.01 0.0081 0.001 0.001 100000 1 0
0.01 0.0096 0.001 0.001 100000 1 0
0.01 0.0095 0.001 0.001 100000 1 0
0.01 0.0101 0.001 0.001 100000 1 0
0.01 0.0115 0.001 0.001 100000 1 0
0.01 0.0108 0.001 0.001 100000 1 0
0.01 0.0099 0.001 0.001 100000 1 0
0.01 0.0079 0.001 0.001 100000 1 0
0.01 0.0086 0.001 0.001 100000 1 0
0.01 0.0104 0.001 0.001 100000 1 0
0.01 0.0119 0.001 0.001 100000 1 0
0.01 0.0095 0.001 0.001 100000 1 0
0.01 0.0079 0.001 0.001 100000 1 0
0.01 0.0115 0.001 0.001 100000 1 0
0.01 0.0102 0.001 0.001 100000 1 0
0.01 0.0099 0.001 0.001 100000 1 0
0.01 0.0105 0.001 0.001 100000 1 0
0.01 0.0101 0.001 0.001 100000 1 0
0.01 0.0093 0.001 0.001 100000 1 0
0.01 0.0103 0.001 0.001 100000 1 0
0.01 0.0091 0.001 0.001 100000 1 0
0.01 0.0090 0.001 0.001 100000 1 0
0.01 0.0095 0.001 0.001 100000 1 0
0.01 0.0090 0.001 0.001 100000 1 0
0.01 0.0123 0.001 0.001 100000 1 0
0.01 0.0100 0.001 0.001 100000 1 0
0.01 0.0096 0.001 0.001 100000 1 0
0.01 0.0096 0.001 0.001 100000 1 0
0.01 0.0115 0.001 0.001 100000 1 0
0.01 0.0096 0.001 0.001 100000 1 0
0.01 0.0105 0.001 0.001 100000 1 0
0.01 0.0117 0.001 0.001 100000 1 0
0.01 0.0111 0.001 0.001 100000 1 0
0.01 0.0108 0.001 0.001 100000 1 0
0.01 0.0092 0.001 0.001 100000 1 0
0.01 0.0127 0.001 0.001 100000 1 0
0.01 0.0104 0.001 0.001 100000 1 0
0.01 0.0126 0.001 0.001 100000 1 0
0.01 0.0103 0.001 0.001 100000 1 0
0.01 0.0094 0.001 0.001 100000 1 0
0.01 0.0098 0.001 0.001 100000 1 0
0.01 0.0094 0.001 0.001 100000 1 0
0.01 0.0113 0.001 0.001 100000 1 0
0.01 0.0101 0.001 0.001 100000 1 0
0.01 0.0130 0.001 0.001 100000 1 0
0.01 0.0112 0.001 0.001 100000 1 0
0.01 0.0125 0.001 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.05 0.001 100000 1 0
0.005 0.0051 0.0001 0.0001 100000 1 0
0.005 0.0049 0.0001 0.0001 100000 1 0
0.005 0.0031 0.0001 0.0001 100000 1 0
0.005 0.0069 0.0001 0.0001 100000 1 0
0.005 0.0048 0.0001 0.0001 100000 1 0
0.005 0.0062 0.0001 0.0001 100000 1 0
0.005 0.0029 0.0001 0.0001 100000 1 0
0.005 0.0039 0.0001 0.0001 100000 1 0
0.005 0.0042 0.0001 0.0001 100000 1 0
0.005 0.0058 0.0001 0.0001 100000 1 0
0.005 0.0051 0.0001 0.0001 100000 1 0
0.005 0.0060 0.0001 0.0001 100000 1 0
0.005 0.0041 0.0001 0.0001 100000 1 0
0.005 0.0054 0.0001 0.0001 100000 1 0
0.005 0.0057 0.0001 0.0001 100000 1 0
0.005 0.0065 0.0001 0.0001 100000 1 0
0.005 0.0060 0.0001 0.0001 100000 1 0
0.005 0.0047 0.0001 0.0001 100000 1 0
0.005 0.0040 0.0001 0.0001 100000 1 0
0.005 0.0071 0.0001 0.0001 100000 1 0
0.005 0.0032 0.0001 0.0001 100000 1 0
0.005 0.0062 0.0001 0.0001 100000 1 0
0.005 0.0061 0.0001 0.0001 100000 1 0
0.005 0.0039 0.0001 0.0001 100000 1 0
0.005 0.0042 0.0001 0.0001 100000 1 0
0.005 0.0073 0.0001 0.0001 100000 1 0
0.005 0.0058 0.0001 0.0001 100000 1 0
0.005 0.0056 0.0001 0.0001 100000 1 0
0.005 0.0069 0.0001 0.0001 100000 1 0
0.005 0.0063 0.0001 0.0001 100000 1 0
0.005 0.0030 0.0001 0.0001 100000 1 0
0.005 0.0053 0.0001 0.0001 100000 1 0
0.005 0.0063 0.0001 0.0001 100000 1 0
0.005 0.0036 0.0001 0.0001 100000 1 0
0.005 0.0045 0.0001 0.0001 100000 1 0
0.005 0.0037 0.0001 0.0001 100000 1 0
0.005 0.0057 0.0001 0.0001 100000 1 0
0.005 0.0058 0.0001 0.0001 100000 1 0
0.005 0.0054 0.0001 0.0001 100000 1 0
0.005 0.0061 0.0001 0.0001 100000 1 0
0.005 0.0042 0.0001 0.0001 100000 1 0
0.005 0.0054 0.0001 0.0001 100000 1 0
0.005 0.0051 0.0001 0.0001 100000 1 0
0.005 0.0053 0.0001 0.0001 100000 1 0
0.005 0.0036 0.0001 0.0001 100000 1 0
0.005 0.0053 0.0001 0.0001 100000 1 0
0.005 0.0044 0.0001 0.0001 100000 1 0
0.005 0.0038 0.0001 0.0001 100000 1 0
0.005 0.0048 0.0001 0.0001 100000 1 0
0.005 0.0033 0.0001 0.0001 100000 1 0
0.005 0.0060 0.0001 0.0001 100000 1 0
0.005 0.0036 0.0001 0.0001 100000 1 0
0.005 0.0058 0.0001 0.0001 100000 1 0
0.005 0.0030 0.0001 0.0001 100000 1 0
0.005 0.0055 0.0001 0.0001 100000 1 0
0.005 0.0043 0.0001 0.0001 100000 1 0
0.005 0.0037 0.0001 0.0001 100000 1 0
0.005 0.0071 0.0001 0.0001 100000 1 0
0.005 0.0039 0.0001 0.0001 100000 1 0
0.005 0.0039 0.0001 0.0001 100000 1 0
0.005 0.0054 0.0001 0.0001 100000 1 0
0.005 0.0033 0.0001 0.0001 100000 1 0
0.005 0.0038 0.0001 0.0001 100000 1 0
0.005 0.0064 0.0001 0.0001 100000 1 0
0.005 0.0075 0.0001 0.0001 100000 1 0
0.005 0.0027 0.0001 0.0001 100000 1 0
0.005 0.0052 0.0001 0.0001 100000 1 0
0.005 0.0061 0.0001 0.0001 100000 1 0
0.005 0.0050 0.0001 0.0001 100000 1 0
0.005 0.0064 0.0001 0.0001 100000 1 0
0.005 0.0034 0.0001 0.0001 100000 1 0
0.005 0.0039 0.0001 0.0001 100000 1 0
0.005 0.0033 0.0001 0.0001 100000 1 0
0.005 0.0044 0.0001 0.0001 100000 1 0
0.005 0.0041 0.0001 0.0001 100000 1 0
0.005 0.0049 0.0001 0.0001 100000 1 0
0.005 0.0031 0.0001 0.0001 100000 1 0
0.005 0.0070 0.0001 0.0001 100000 1 0
0.005 0.0044 0.0001 0.0001 100000 1 0
0.005 0.0050 0.0001 0.0001 100000 1 0
0.005 0.0062 0.0001 0.0001 100000 1 0
0.005 0.0045 0.0001 0.0001 100000 1 0
0.005 0.0057 0.0001 0.0001 100000 1 0
0.005 0.0041 0.0001 0.0001 100000 1 0
0.005 0.0067 0.0001 0.0001 100000 1 0
0.005 0.0065 0.0001 0.0001 100000 1 0
0.005 0.0044 0.0001 0.0001 100000 1 0
0.005 0.0049 0.0001 0.0001 100000 1 0
0.005 0.0089 0.0001 0.0001 100000 1 0
0.005 0.0038 0.0001 0.0001 100000 1 0
0.005 0.0057 0.0001 0.0001 100000 1 0
0.005 0.0058 0.0001 0.0001 100000 1 0
0.005 0.0058 0.0001 0.0001 100000 1 0
0.005 0.0048 0.0001 0.0001 100000 1 0
0.005 0.0039 0.0001 0.0001 100000 1 0
0.005 0.0046 0.0001 0.0001 100000 1 0
0.005 0.0055 0.0001 0.0001 100000 1 0
0.005 0.0088 0.0001 0.0001 100000 1 0
0.005 0.0037 0.0001 0.0001 100000 1 0
0.005 0.0062 0.0001 0.0001 100000 1 0
0.01 0.0087 0.0001 0.0001 100000 1 0
0.01 0.0099 0.0001 0.0001 100000 1 0
0.01 0.0073 0.0001 0.0001 100000 1 0
0.01 0.0130 0.0001 0.0001 100000 1 0
0.01 0.0104 0.0001 0.0001 100000 1 0
0.01 0.0118 0.0001 0.0001 100000 1 0
0.01 0.0070 0.0001 0.0001 100000 1 0
0.01 0.0090 0.0001 0.0001 100000 1 0
0.01 0.0102 0.0001 0.0001 100000 1 0
0.01 0.0115 0.0001 0.0001 100000 1 0
0.01 0.0073 0.0001 0.0001 100000 1 0
0.01 0.0134 0.0001 0.0001 100000 1 0
0.01 0.0089 0.0001 0.0001 100000 1 0
0.01 0.0104 0.0001 0.0001 100000 1 0
0.01 0.0112 0.0001 0.0001 100000 1 0
0.01 0.0122 0.0001 0.0001 100000 1 0
0.01 0.0101 0.0001 0.0001 100000 1 0
